Account No,Date,Description,Type,Balance
1406098,09-30-19,USER,Withdrawl,50940.3
1406098,09-30-19,USER,Withdrawl,42440.3
1406098,10-14-19,USER,Withdrawl,37428.3
1406098,10-14-19,USER,Deposit,61326.3
1406098,10-30-19,USER,Withdrawl,44328.3
1406098,10-31-19,USER,Deposit,44560.6
1406098,10-31-19,USER,Withdrawl,44546
1406098,11-09-19,USER,Withdrawl,43946
1406098,11-14-19,USER,Deposit,62832
1406098,11-14-19,USER,Withdrawl,58934
1406098,11-29-19,USER,Withdrawl,40434
1406098,11-30-19,USER,Deposit,40655.8
1406098,11-30-19,USER,Withdrawl,40641.2
1406098,11-30-19,USER,Withdrawl,39641.2
1406098,12-08-19,USER,Withdrawl,36741.2
1406098,12-14-19,USER,Deposit,65070.2
1406098,12-14-19,USER,Withdrawl,61172.2
1406098,12-29-19,USER,Withdrawl,39472.2
1406098,12-31-19,USER,Deposit,39687.8
1406098,12-31-19,USER,Withdrawl,39673.2
,,,,
1406099,01-01-19,USER,Withdrawl,61509.1
1406099,01-02-19,USER,Withdrawl,42709.1
1406099,01-09-19,USER,Withdrawl,40931.1
1406099,01-09-19,USER,Withdrawl,37979.1
1406099,01-11-19,USER,Deposit,61095.1
1406099,01-13-19,USER,Withdrawl,59495.1
1406099,01-15-19,USER,Withdrawl,57195.1
1406099,01-20-19,USER,Withdrawl,54795.1
1406099,01-22-19,USER,Withdrawl,52195.1
1406099,01-24-19,USER,Withdrawl,49395.1
1406099,01-31-19,USER,Deposit,49604.3
1406099,01-31-19,USER,Withdrawl,49589.7
1406099,02-01-19,USER,Withdrawl,37489.7
1406099,02-09-19,USER,Withdrawl,32759.7
1406099,02-09-19,USER,Withdrawl,30537.7
1406099,02-11-19,USER,Deposit,55875.7
1406099,02-17-19,USER,Withdrawl,54375.7
1406099,02-28-19,USER,Deposit,54588
1406099,02-28-19,USER,Withdrawl,54573.4
1406099,03-03-19,USER,Withdrawl,36073.4
1406099,03-09-19,USER,Withdrawl,31343.4
1406099,03-09-19,USER,Withdrawl,30295.4
1406099,03-11-19,USER,Deposit,54459.4
1406099,03-31-19,SYSTEM,Deposit,54676.6
1406099,03-31-19,USER,Withdrawl,54662
1406099,04-02-19,USER,Withdrawl,36662
1406099,04-09-19,USER,Withdrawl,33710
1406099,04-09-19,USER,Withdrawl,31932
1406099,04-11-19,USER,Deposit,55048
1406099,04-15-19,USER,Withdrawl,53148
1406099,04-30-19,USER,Deposit,53363
1406099,04-30-19,USER,Withdrawl,53348.4
1406099,05-02-19,USER,Withdrawl,36248.4
1406099,05-09-19,USER,Withdrawl,33296.4
1406099,05-09-19,USER,Withdrawl,31518.4
1406099,05-11-19,USER,Deposit,54634.4
1406099,05-31-19,USER,Deposit,54850.5
1406099,05-31-19,USER,Withdrawl,54835.9
1406099,06-01-19,USER,Withdrawl,36235.9
1406099,06-09-19,USER,Withdrawl,31505.9
1406099,06-09-19,USER,Withdrawl,24457.9
1406099,06-11-19,USER,Deposit,66179.9
1406099,06-28-19,USER,Withdrawl,48979.9
1406099,06-30-19,SYSTEM,Deposit,49222.1
1406099,06-30-19,USER,Withdrawl,49207.5
1406099,07-01-19,USER,Withdrawl,30207.5
1406099,07-09-19,USER,Withdrawl,25477.5
1406099,07-09-19,USER,Withdrawl,28429.5
1406099,07-11-19,USER,Deposit,48593.5
1406099,07-31-19,USER,Deposit,48784.4
1406099,07-31-19,USER,Withdrawl,30184.4
1406099,07-31-19,USER,Withdrawl,30169.8
1406099,08-09-19,USER,Withdrawl,25439.8
1406099,08-09-19,USER,Withdrawl,20391.8
1406099,08-11-19,USER,Deposit,48555.8
1406099,08-30-19,USER,Withdrawl,29555.8
1406099,08-31-19,USER,Deposit,29723.3
1406099,08-31-19,USER,Withdrawl,29708.7
1406099,09-09-19,USER,Withdrawl,26756.7
1406099,09-09-19,USER,Withdrawl,24978.7
1406099,09-11-19,USER,Deposit,48094.7
1406099,09-27-19,USER,Withdrawl,43194.7
1406099,09-29-19,USER,Withdrawl,27894.7
1406099,09-30-19,SYSTEM,Deposit,28056.7
1406099,09-30-19,USER,Withdrawl,28042.1
1406099,10-09-19,USER,Withdrawl,23312.1
1406099,10-09-19,USER,Withdrawl,26264.1
1406099,10-11-19,USER,Deposit,46428.1
1406099,10-29-19,USER,Withdrawl,28328.1
1406099,10-31-19,USER,Deposit,28484.2
1406099,10-31-19,USER,Withdrawl,28469.6
1406099,11-09-19,USER,Withdrawl,26691.6
1406099,11-09-19,USER,Withdrawl,23739.6
1406099,11-11-19,USER,Deposit,46855.6
1406099,11-28-19,USER,Withdrawl,24455.6
1406099,11-30-19,USER,Deposit,24609.6
1406099,11-30-19,USER,Withdrawl,24595
1406099,12-09-19,USER,Withdrawl,19865
1406099,12-09-19,USER,Withdrawl,12817
1406099,12-11-19,USER,Deposit,54539
1406099,12-23-19,USER,Withdrawl,53439
1406099,12-28-19,USER,Withdrawl,31039
1406099,12-31-19,SYSTEM,Deposit,31206.1
1406099,12-31-19,USER,Withdrawl,31191.5
,,,,
1406100,01-05-19,USER,Withdrawl,38098.5
1406100,01-09-19,USER,Withdrawl,30398.5
1406100,01-11-19,USER,Withdrawl,29348.5
1406100,01-12-19,USER,Withdrawl,28048.5
1406100,01-13-19,USER,Withdrawl,27298.5
1406100,01-14-19,USER,Deposit,28998.5
1406100,01-15-19,USER,Deposit,29498.5
1406100,01-17-19,USER,Withdrawl,28648.5
1406100,01-25-19,USER,Withdrawl,27898.5
1406100,01-30-19,USER,Withdrawl,26498.5
1406100,01-31-19,USER,Deposit,26630
1406100,01-31-19,USER,Withdrawl,26615.4
1406100,02-14-19,USER,Deposit,29215.4
1406100,02-17-19,USER,Deposit,30915.4
1406100,02-28-19,USER,Deposit,31034
1406100,02-28-19,USER,Withdrawl,31019.4
1406100,03-13-19,USER,Deposit,32719.4
1406100,03-16-19,USER,Withdrawl,28319.4
1406100,03-31-19,SYSTEM,Deposit,28442.9
1406100,03-31-19,USER,Withdrawl,28428.3
1406100,03-31-19,USER,Withdrawl,25978.3
1406100,04-15-19,USER,Deposit,28378.3
1406100,04-16-19,USER,Deposit,30078.3
1406100,04-30-19,USER,Deposit,30200.1
1406100,04-30-19,USER,Withdrawl,30185.5
1406100,05-14-19,USER,Deposit,31885.5
1406100,05-15-19,USER,Withdrawl,28685.5
1406100,05-31-19,USER,Deposit,28807.8
1406100,05-31-19,USER,Withdrawl,28793.2
1406100,06-14-19,USER,Deposit,31093.2
1406100,06-17-19,USER,Deposit,32793.2
1406100,06-21-19,USER,Deposit,71438.2
1406100,06-30-19,SYSTEM,Deposit,71619.5
1406100,06-30-19,USER,Withdrawl,71604.9
1406100,07-13-19,USER,Deposit,73304.9
1406100,07-14-19,USER,Withdrawl,52104.9
1406100,07-21-19,USER,Deposit,78955.9
1406100,07-31-19,USER,Deposit,79246.7
1406100,07-31-19,USER,Withdrawl,79232.1
1406100,08-04-19,USER,Withdrawl,77032.1
1406100,08-13-19,USER,Withdrawl,51532.1
1406100,08-14-19,USER,Deposit,53232.1
1406100,08-23-19,USER,Withdrawl,52332.1
1406100,08-31-19,USER,Deposit,52594.3
1406100,08-31-19,USER,Withdrawl,52579.7
1406100,09-12-19,USER,Withdrawl,41179.7
1406100,09-15-19,USER,Deposit,42879.7
1406100,09-26-19,USER,Withdrawl,40579.7
1406100,09-30-19,SYSTEM,Deposit,40775.5
1406100,09-30-19,USER,Withdrawl,40760.9
1406100,10-12-19,USER,Withdrawl,39760.9
1406100,10-16-19,USER,Deposit,41460.9
1406100,10-19-19,USER,Withdrawl,39510.9
1406100,10-30-19,USER,Withdrawl,38410.9
1406100,10-31-19,USER,Deposit,38578.3
1406100,10-31-19,USER,Withdrawl,38563.7
1406100,11-11-19,USER,Withdrawl,36563.7
1406100,11-13-19,USER,Deposit,38263.7
1406100,11-30-19,USER,Deposit,38423.3
1406100,11-30-19,USER,Withdrawl,38408.7
1406100,12-02-19,USER,Withdrawl,36308.7
1406100,12-11-19,USER,Deposit,40008.7
1406100,12-16-19,USER,Deposit,41708.7
1406100,12-16-19,USER,Withdrawl,39858.7
1406100,12-31-19,SYSTEM,Deposit,40022.6
1406100,12-31-19,USER,Withdrawl,40008
,,,,
14158900,01-01-19,USER,Withdrawal,99900
14158900,01-01-19,USER,Withdrawal,99300
14158900,02-03-19,USER,Withdrawal,99250
14158900,02-04-19,SYSTEM,Deposit,100750
14158900,02-05-19,USER,Withdrawal,100550
14158900,2-26-19,USER,Withdrawal,99660
14158900,03-07-19,SYSTEM,Deposit,99710
14158900,03-07-19,USER,Withdrawal,99360
14158900,03-09-19,USER,Withdrawal,98860
14158900,03-10-19,USER,Withdrawal,99794
14158900,3-15-19,USER,Withdrawal,95664
14158900,3-18-19,SYSTEM,Deposit,96006
14158900,3-21-19,USER,Withdrawal,94116
14158900,3-26-19,USER,Withdrawal,93870
14158900,3-26-19,SYSTEM,Deposit,97870
14158900,3-31-19,USER,Withdrawal,97371
14158900,05-12-19,SYSTEM,Deposit,98571
14158900,6-18-19,USER,Withdrawal,98321
14158900,6-19-19,USER,Withdrawal,98271
14158900,6-22-19,USER,Withdrawal,97871
14158900,6-24-19,USER,Withdrawal,97929
14158900,6-24-19,USER,Withdrawal,89929
14158900,6-28-19,SYSTEM,Deposit,90079
14158900,6-30-19,SYSTEM,Deposit,90179
14158900,07-01-19,USER,Withdrawal,90163
14158900,07-03-19,SYSTEM,Withdrawal,89082
14158900,07-03-19,USER,Withdrawal,89022
14158900,07-10-19,USER,Withdrawal,87022
14158900,7-15-19,SYSTEM,Deposit,88042
14158900,8-21-19,SYSTEM,Deposit,88192
14158900,8-31-19,USER,Withdrawal,87743
14158900,09-01-19,USER,Withdrawal,87733
14158900,09-02-19,USER,Withdrawal,88083
14158900,9-15-19,USER,Withdrawal,85084
14158900,9-18-19,SYSTEM,Deposit,85884
14158900,9-23-19,USER,Withdrawal,65899
14158900,9-25-19,USER,Withdrawal,65749
14158900,9-30-19,USER,Withdrawal,65549
14158900,10-01-19,SYSTEM,Deposit,66149
14158900,10-06-19,USER,Withdrawal,65146
14158900,10-11-19,USER,Withdrawal,65046
14158900,10-13-19,USER,Withdrawal,65026
14158900,10-19-19,USER,Withdrawal,64426
14158900,10-25-19,SYSTEM,Deposit,65386
14158900,10-30-19,SYSTEM,Withdrawal,65056
14158900,12-15-19,USER,Withdrawal,64467
14158900,12-16-19,USER,Withdrawal,64387
14158900,12-20-19,USER,Withdrawal,62387
14158900,12-26-19,SYSTEM,Withdrawal,62322
,,,,
14158901,03-03-19,USER,Deposit,10000
14158901,6-18-19,USER,Withdrawal,7700
14158901,6-23-19,SYSTEM,Withdrawal,4601
14158901,08-02-19,USER,Deposit,14601
14158901,8-15-19,USER,Withdrawal,14401
14158901,8-15-19,USER,Withdrawal,13541
14158901,8-30-19,SYSTEM,Withdrawal,10942
14158901,10-22-19,SYSTEM,Deposit,11441
14158901,11-04-19,USER,Withdrawal,3841
,,,,
14158902,1-21-19,USER,Deposit,15000
14158902,2-21-19,USER,Deposit,30000
14158902,3-21-19,SYSTEM,Deposit,45000
14158902,4-24-19,USER,Deposit,60000
14158902,5-21-19,USER,Deposit,75000
14158902,6-21-19,SYSTEM,Deposit,90000
14158902,7-21-19,USER,Deposit,105000
14158902,8-21-19,USER,Deposit,120000
14158902,9-29-19,SYSTEM,Deposit,135000
14158902,10-21-19,SYSTEM,Deposit,150000
14158902,10-31-19,USER,Deposit,165000
14158902,11-21-19,USER,Deposit,172000
14158902,12-21-19,SYSTEM,Deposit,187500
14158902,12-27-19,USER,Deposit,195000
,,,,
14158903,01-05-19,USER,Withdrawal,8366100
14158903,1-16-19,USER,Withdrawal,8348100
14158903,1-26-19,SYSTEM,Withdrawal,8343100
14158903,02-08-19,USER,Withdrawal,8147300
14158903,2-14-19,USER,Withdrawal,8065700
14158903,2-25-19,SYSTEM,Withdrawal,8023900
14158903,3-16-19,USER,Withdrawal,7925400
14158903,3-17-19,USER,Withdrawal,7781600
14158903,3-21-19,SYSTEM,Withdrawal,7449950
14158903,3-22-19,SYSTEM,Withdrawal,7320950
14158903,3-23-19,USER,Withdrawal,7090937
14158903,3-24-19,USER,Withdrawal,6723037
14158903,4-17-19,SYSTEM,Withdrawal,6615037
14158903,5-18-19,USER,Withdrawal,6550237
14158903,5-19-19,USER,Withdrawal,6409237
14158903,6-20-19,USER,Withdrawal,6347487
14158903,7-21-19,SYSTEM,Withdrawal,6279567
14158903,8-22-19,USER,Withdrawal,6201467
,,,,
,,,,
,,,,
14158904,05-05-19,USER,Withdrawal,367529
14158904,05-06-19,USER,Withdrawal,362529
14158904,5-18-19,SYSTEM,Withdrawal,342529
14158904,5-30-19,USER,Deposit,422529
14158904,09-08-19,USER,Deposit,424529
14158904,09-09-19,SYSTEM,Withdrawal,401073
14158904,9-15-19,USER,Withdrawal,313117
14158904,9-17-19,USER,Withdrawal,311317
14158904,9-19-19,SYSTEM,Withdrawal,281553
14158904,9-23-19,SYSTEM,Deposit,286131
14158904,9-26-19,USER,Deposit,286146
14158904,9-27-19,USER,Deposit,301546
14158904,9-30-19,SYSTEM,Deposit,301686
14158904,10-12-19,USER,Withdrawal,251687
14158904,10-18-19,USER,Withdrawal,250903
14158904,10-20-19,USER,Withdrawal,201118
14158904,11-05-19,SYSTEM,Deposit,209917
14158904,11-10-19,USER,Withdrawal,206318
14158904,11-17-19,USER,Withdrawal,202818
14158904,12-08-19,USER,Deposit,203418
14158904,12-09-19,SYSTEM,Deposit,205418
14158904,12-15-19,USER,Withdrawal,125418
14158904,12-23-19,USER,Withdrawal,120418
,,,,
,,,,
,,,,
14158905,04-04-19,USER,Deposit,10000
14158905,04-06-19,USER,Withdrawal,8000
14158905,04-12-19,SYSTEM,Withdrawal,7500
14158905,5-20-19,USER,Withdrawal,4500
14158905,5-21-19,USER,Withdrawal,4000
14158905,5-30-19,USER,Withdrawal,1000
,,,,
,,,,
,,,,
14158906,1-21-19,USER,Withdrawal,125000
14158906,1-25-19,USER,Withdrawal,50000
14158906,02-01-19,USER,Withdrawal,25000
14158906,02-05-19,USER,Withdrawal,5000
,,,,
,,,,
,,,,
14158907,3-15-19,USER,Withdrawal,65146
14158907,3-18-19,SYSTEM,Withdrawal,65046
14158907,3-21-19,USER,Deposit,74025
14158907,3-26-19,USER,Deposit,89025
14158907,3-26-19,SYSTEM,Deposit,90425
14158907,3-31-19,USER,Deposit,98265
14158907,05-12-19,USER,Withdrawal,49500
14158907,6-18-19,SYSTEM,Withdrawal,48669
14158907,6-19-19,SYSTEM,Deposit,53369
14158907,6-22-19,USER,Deposit,59858
14158907,6-24-19,USER,Deposit,60308
14158907,6-24-19,SYSTEM,Deposit,73808
14158907,6-28-19,USER,Withdrawal,69308
14158907,6-30-19,USER,Withdrawal,61409
14158907,07-01-19,USER,Withdrawal,56409
14158907,07-03-19,SYSTEM,Deposit,74409
14158907,07-03-19,USER,Withdrawal,24409
14158907,07-10-19,USER,Withdrawal,9409
14158907,7-15-19,USER,Deposit,19409
14158907,8-21-19,SYSTEM,Deposit,39400
14158907,8-31-19,USER,Deposit,45009
14158907,09-01-19,USER,Deposit,46897
14158907,09-02-19,USER,Withdrawal,42000
14158907,9-15-19,SYSTEM,Withdrawal,35975
14158907,9-18-19,USER,Deposit,40154
14158907,9-23-19,USER,Deposit,43745
,,,,
,,,,
,,,,
14158908,3-21-19,USER,Withdrawal,80001
14158908,3-26-19,SYSTEM,Withdrawal,75000
14158908,3-26-19,USER,Deposit,77700
14158908,3-31-19,USER,Deposit,78400
14158908,05-12-19,SYSTEM,Deposit,80045
14158908,6-18-19,USER,Deposit,85099
14158908,6-19-19,USER,Withdrawal,69784
14158908,6-22-19,SYSTEM,Withdrawal,50999
14158908,6-24-19,SYSTEM,Deposit,51546
14158908,6-24-19,USER,Deposit,55749
14158908,6-28-19,USER,Deposit,60146
14158908,6-30-19,SYSTEM,Deposit,62439
14158908,07-01-19,USER,Withdrawal,50465
14158908,07-03-19,USER,Withdrawal,45000
14158908,07-03-19,USER,Withdrawal,42089
14158908,07-10-19,SYSTEM,Deposit,46879
14158908,7-15-19,USER,Withdrawal,43585
14158908,8-21-19,USER,Withdrawal,41579
14158908,8-31-19,USER,Deposit,45784
14158908,09-01-19,SYSTEM,Deposit,45899
14158908,10-01-19,USER,Deposit,51684
14158908,11-01-19,USER,Deposit,56487
14158908,12-03-19,USER,Withdrawal,50499
14158908,12-04-19,SYSTEM,Withdrawal,46751
14158908,12-05-19,USER,Deposit,47000
14158908,12-06-19,USER,Withdrawal,46500
,,,,
,,,,
14158909,1-16-19,SYSTEM,Deposit,20000
14158909,1-26-19,USER,Withdrawal,15000
14158909,02-08-19,USER,Withdrawal,12000
14158909,2-14-19,USER,Deposit,16000
14158909,2-25-19,SYSTEM,Deposit,18000
14158909,3-16-19,USER,Deposit,19500
14158909,8-21-19,USER,Deposit,20150
14158909,8-31-19,USER,Withdrawal,10100
14158909,09-10-19,SYSTEM,Withdrawal,5100
14158909,10-01-19,USER,Deposit,10000
14158909,11-18-19,USER,Withdrawal,2000
,,,,
,,,,
14158910,3-21-19,USER,Withdrawal,5000
14158910,3-22-19,SYSTEM,Withdrawal,2000
14158910,3-24-19,USER,Deposit,3000
14158910,3-26-19,USER,Deposit,3200
14158910,3-27-19,SYSTEM,Deposit,3400
14158910,3-29-19,USER,Deposit,3899
14158910,3-30-19,USER,Withdrawal,3499
14158910,04-01-19,SYSTEM,Withdrawal,3100
14158910,04-03-19,SYSTEM,Deposit,3400
14158910,04-04-19,USER,Deposit,3800
14158910,04-08-19,USER,Deposit,4500
14158910,04-09-19,SYSTEM,Deposit,5000
14158910,04-12-19,USER,Withdrawal,3000
14158910,4-13-19,USER,Withdrawal,2599
14158910,4-15-19,USER,Withdrawal,2345
14158910,4-16-19,SYSTEM,Deposit,3000
14158910,4-18-19,USER,Withdrawal,1799
14158910,4-21-19,USER,Withdrawal,1500
14158910,4-22-19,USER,Deposit,2000
14158910,4-25-19,SYSTEM,Deposit,2500
14158910,4-29-19,USER,Deposit,3000
,,,,
,,,,
,,,,
14158911,01-03-19,SYSTEM,Withdrawal,150000
14158911,1-15-19,USER,Withdrawal,135000
14158911,1-20-19,USER,Withdrawal,100000
14158911,10-23-19,USER,Withdrawal,69900
14158911,11-03-19,SYSTEM,Withdrawal,60009
14158911,11-05-19,SYSTEM,Withdrawal,35099
14158911,11-29-19,USER,Withdrawal,20000
,,,,
,,,,
,,,,
14158912,01-01-19,SYSTEM,Deposit,10000
14158912,02-01-19,USER,Deposit,12000
14158912,03-01-19,SYSTEM,Deposit,14000
14158912,04-01-19,SYSTEM,Deposit,16000
14158912,01-01-19,SYSTEM,Deposit,18000
14158912,02-01-19,SYSTEM,Deposit,20000
14158912,03-01-19,USER,Deposit,22000
14158912,04-01-19,SYSTEM,Deposit,24000
14158912,05-01-19,SYSTEM,Deposit,26000
14158912,06-01-19,SYSTEM,Deposit,28000
14158912,07-01-19,SYSTEM,Deposit,30000
14158912,08-01-19,USER,Deposit,32000
14158912,09-01-19,SYSTEM,Deposit,34000
14158912,10-01-19,SYSTEM,Deposit,36000
,,,,
,,,,
,,,,
14158913,06-06-19,SYSTEM,Deposit,5000
14158913,7-15-19,SYSTEM,Withdrawal,4123
14158913,7-25-19,SYSTEM,Withdrawal,3999
14158913,08-04-19,SYSTEM,Withdrawal,3504
14158913,08-10-19,USER,Withdrawal,2500
14158913,10-25-19,SYSTEM,Withdrawal,1000
14158913,11-02-19,SYSTEM,Deposit,4000
14158913,11-16-19,SYSTEM,Withdrawal,3560
,,,,
,,,,
,,,,
14158914,01-05-19,SYSTEM,Deposit,154699
14158914,01-06-19,SYSTEM,Withdrawal,100489
14158914,01-07-19,SYSTEM,Withdrawal,99650
14158914,01-08-19,SYSTEM,Withdrawal,88889
14158914,1-19-19,USER,Deposit,95000
14158914,02-02-19,SYSTEM,Withdrawal,75850
14158914,02-03-19,SYSTEM,Withdrawal,74816
14158914,2-18-19,SYSTEM,Withdrawal,68499
14158914,2-19-19,SYSTEM,Deposit,70000
14158914,2-20-19,SYSTEM,Withdrawal,55000
14158914,03-04-19,SYSTEM,Deposit,58000
14158914,03-05-19,SYSTEM,Withdrawal,51970
14158914,3-26-19,USER,Deposit,52000
,,,,
,,,,
,,,,
14158915,03-03-19,SYSTEM,Deposit,15000
14158915,03-04-19,SYSTEM,Withdrawal,12560
14158915,03-05-19,SYSTEM,Withdrawal,11560
14158915,03-06-19,SYSTEM,Withdrawal,11000
14158915,03-07-19,USER,Deposit,14000
14158915,03-08-19,SYSTEM,Withdrawal,13625
14158915,03-09-19,SYSTEM,Withdrawal,12000
14158915,03-10-19,SYSTEM,Withdrawal,6000
14158915,03-11-19,SYSTEM,Deposit,8000
14158915,03-12-19,SYSTEM,Withdrawal,5000
14158915,3-13-19,SYSTEM,Deposit,5500
14158915,3-14-19,SYSTEM,Withdrawal,4320
14158915,3-15-19,USER,Deposit,5000
14158915,3-16-19,SYSTEM,Withdrawal,2000
,,,,
,,,,
,,,,
14158916,5-15-19,SYSTEM,Deposit,50000
14158916,6-20-19,USER,Withdraw,40000
14158916,10-14-19,USER,Deposit,60000
,,,,
14158917,2-20-19,USER,Withdrawal,10000
14158917,4-20-19,SYSTEM,Withdrawal,9500
14158917,6-20-19,SYSTEM,Withdrawal,9000
14158917,8-20-19,USER,Withdrawal,8000
14158917,10-20-19,USER,Withdrawal,5000
14158917,10-20-19,USER,Withdrawal,4000
14158917,12-20-19,SYSTEM,Withdrawal,2000
,,,,
14158918,6-30-19,USER,Withdrawal,800
14158918,07-01-19,USER,Withdrawal,750
14158918,07-03-19,SYSTEM,Deposit,1500
14158918,07-09-19,USER,Withdrawal,1320
14158918,07-10-19,USER,Withdrawal,1300
14158918,7-15-19,USER,Deposit,2500
14158918,8-21-19,SYSTEM,Deposit,4000
14158918,8-31-19,USER,Deposit,4200
14158918,09-01-19,USER,Deposit,4500
14158918,09-02-19,USER,Withdrawal,4000
14158918,9-15-19,SYSTEM,Withdrawal,3497
,,,,
14158919,01-01-19,USER,Withdrawal,5000
14158919,02-03-19,USER,Withdrawal,2000
14158919,02-04-19,SYSTEM,Deposit,3000
14158919,02-05-19,USER,Withdrawal,1000
14158919,2-26-19,USER,Withdrawal,900
14158919,03-07-19,SYSTEM,Deposit,4000
14158919,03-07-19,USER,Withdrawal,3050
14158919,03-09-19,USER,Withdrawal,3000
14158919,03-10-19,USER,Withdrawal,2500
14158919,3-15-19,USER,Withdrawal,2000
14158919,3-18-19,SYSTEM,Deposit,4500
14158919,3-21-19,USER,Withdrawal,2539
14158919,3-26-19,USER,Withdrawal,2500
14158919,3-26-19,SYSTEM,Deposit,3999
,,,,
14158920,2-13-19,User,Deposit,5000
,,,,
14158921,01-01-19,USER,Withdrawal,4000
14158921,05-01-19,USER,Deposit,5000
14158921,08-01-19,USER,Withdrawal,1000
,,,,
14158922,03-04-19,SYSTEM,Deposit,1000
14158922,03-05-19,USER,Withdrawal,800
14158922,03-06-19,USER,Withdrawal,750
14158922,03-07-19,USER,Withdrawal,700
14158922,03-08-19,USER,Withdrawal,690
14158922,03-09-19,SYSTEM,Deposit,1200
14158922,03-10-19,USER,Withdrawal,1000
,,,,
,,,,
14158923,01-01-19,USER,Withdrawal,99900
14158923,01-01-19,USER,Withdrawal,99300
14158923,02-03-19,USER,Withdrawal,99250
14158923,02-04-19,SYSTEM,Deposit,100750
14158923,02-05-19,USER,Withdrawal,100550
14158923,2-26-19,USER,Withdrawal,99660
14158923,03-07-19,SYSTEM,Deposit,99710
14158923,03-07-19,USER,Withdrawal,99360
14158923,03-09-19,USER,Withdrawal,98860
14158923,03-10-19,USER,Withdrawal,99794
14158923,3-15-19,USER,Withdrawal,95664
14158923,3-18-19,SYSTEM,Deposit,96006
14158923,3-21-19,USER,Withdrawal,94116
14158923,3-26-19,USER,Withdrawal,93870
14158923,3-26-19,SYSTEM,Deposit,97870
14158923,3-31-19,USER,Withdrawal,97371
14158923,04-01-19,SYSTEM,Deposit,98571
14158923,04-02-19,USER,Withdrawal,98321
14158923,04-03-19,USER,Withdrawal,98271
14158923,4-15-19,USER,Withdrawal,97871
14158923,4-16-19,USER,Withdrawal,97929
14158923,05-06-19,USER,Withdrawal,89929
14158923,05-07-19,SYSTEM,Deposit,90079
14158923,6-30-19,SYSTEM,Deposit,90179
14158923,07-01-19,USER,Withdrawal,90163
14158923,07-03-19,SYSTEM,Withdrawal,89082
14158923,07-03-19,USER,Withdrawal,89022
14158923,07-10-19,USER,Withdrawal,87022
14158923,7-15-19,SYSTEM,Deposit,88042
14158923,8-21-19,SYSTEM,Deposit,88192
14158923,8-31-19,USER,Withdrawal,87743
14158923,09-01-19,USER,Withdrawal,87733
14158923,09-02-19,USER,Withdrawal,88083
,,,,
14158924,9-15-19,USER,Withdrawal,85084
14158924,9-18-19,SYSTEM,Deposit,85884
14158924,9-23-19,USER,Withdrawal,65899
14158924,9-25-19,USER,Withdrawal,65749
14158924,9-30-19,USER,Withdrawal,65549
14158924,10-01-19,SYSTEM,Deposit,66149
14158924,10-06-19,USER,Withdrawal,65146
14158924,10-11-19,USER,Withdrawal,65046
14158924,10-13-19,USER,Withdrawal,65026
14158924,10-19-19,USER,Withdrawal,64426
14158924,10-25-19,SYSTEM,Deposit,65386
14158924,10-30-19,SYSTEM,Withdrawal,65056
14158924,12-15-19,USER,Withdrawal,64467
14158924,12-16-19,USER,Withdrawal,64387
14158924,12-20-19,USER,Withdrawal,62387
14158924,12-26-19,SYSTEM,Withdrawal,62322
,,,,
14158925,03-03-19,USER,Deposit,10000
14158925,6-18-19,USER,Withdrawal,7700
14158925,6-23-19,SYSTEM,Withdrawal,4601
14158925,08-02-19,USER,Deposit,14601
14158925,8-15-19,USER,Withdrawal,14401
14158925,8-15-19,USER,Withdrawal,13541
14158925,8-30-19,SYSTEM,Withdrawal,10942
14158925,10-22-19,SYSTEM,Deposit,11441
14158925,11-04-19,USER,Withdrawal,3841
,,,,
14158926,1-21-19,USER,Deposit,15000
14158926,2-21-19,USER,Deposit,30000
14158926,3-21-19,SYSTEM,Deposit,45000
14158926,4-24-19,USER,Deposit,60000
14158926,5-21-19,USER,Deposit,75000
14158926,6-21-19,SYSTEM,Deposit,90000
14158926,7-21-19,USER,Deposit,105000
14158926,8-21-19,USER,Deposit,120000
14158926,9-29-19,SYSTEM,Deposit,135000
14158926,10-21-19,SYSTEM,Deposit,150000
14158926,10-31-19,USER,Deposit,165000
14158926,11-21-19,USER,Deposit,172000
14158926,12-21-19,SYSTEM,Deposit,187500
14158926,12-27-19,USER,Deposit,195000
,,,,
14158927,01-05-19,USER,Withdrawal,9756100
14158927,1-16-19,USER,Withdrawal,8358100
14158927,1-26-19,SYSTEM,Withdrawal,8343100
14158927,02-08-19,USER,Withdrawal,8147300
14158927,2-14-19,USER,Withdrawal,8060700
14158927,2-25-19,SYSTEM,Withdrawal,8023900
14158927,2-26-19,USER,Withdrawal,7925400
14158927,2-27-19,USER,Withdrawal,7781600
14158927,2-28-19,SYSTEM,Withdrawal,7449950
14158927,3-22-19,SYSTEM,Withdrawal,7320950
14158927,3-23-19,USER,Withdrawal,7090937
14158927,3-24-19,USER,Withdrawal,6723037
14158927,3-25-19,SYSTEM,Withdrawal,6615037
14158927,3-26-19,USER,Withdrawal,6550237
14158927,5-19-19,USER,Withdrawal,6409237
14158927,6-20-19,USER,Withdrawal,6347487
14158927,7-21-19,SYSTEM,Withdrawal,6279567
14158927,8-22-19,USER,Withdrawal,6201467
,,,,
,,,,
,,,,
14158928,05-05-19,USER,Withdrawal,367529
14158928,05-06-19,USER,Withdrawal,362529
14158928,5-18-19,SYSTEM,Withdrawal,342529
